10000,0.53100000000000002753353101070388220250607
20000,2.14000000000000012434497875801753252744675
30000,4.76600000000000001421085471520200371742249
40000,8.56199999999999938893324724631384015083313
50000,14.12500000000000000000000000000000000000000
60000,20.82799999999999940314410196151584386825562
70000,27.51599999999999823785401531495153903961182
80000,35.45300000000000295585778076201677322387695
90000,45.00000000000000000000000000000000000000000
100000,53.93699999999999761257640784606337547302246
110000,66.68800000000000238742359215393662452697754
120000,80.53100000000000591171556152403354644775391
130000,91.06300000000000238742359215393662452697754
140000,105.26500000000000056843418860808014869689940
150000,120.01500000000000056843418860808014869689940
160000,134.48500000000001364242052659392356872558590
170000,154.21899999999999408828443847596645355224610
180000,172.37500000000000000000000000000000000000000
190000,192.25000000000000000000000000000000000000000
200000,219.32800000000000295585778076201677322387700
210000,244.14099999999999113242665771394968032836910
220000,257.51600000000001955413608811795711517333980
230000,290.17200000000002546585164964199066162109380
240000,320.06200000000001182343112304806709289550780
250000,346.15600000000000591171556152403354644775390
260000,372.68799999999998817656887695193290710449220
270000,395.60800000000000409272615797817707061767580
280000,424.20400000000000773070496506989002227783200
290000,456.34399999999999408828443847596645355224610
300000,487.90600000000000591171556152403354644775390
310000,509.09300000000001773514668457210063934326170
320000,544.45299999999997453414835035800933837890620
330000,579.64200000000005275069270282983779907226560
340000,611.15700000000003910827217623591423034667970
350000,645.60799999999994724930729717016220092773440
360000,680.43799999999998817656887695193290710449220
370000,727.40599999999994906829670071601867675781250
380000,769.14099999999996271071722730994224548339840
390000,793.95299999999997453414835035800933837890620
400000,824.00000000000000000000000000000000000000000
410000,886.00000000000000000000000000000000000000000
420000,931.40599999999994906829670071601867675781250
430000,977.63999999999998635757947340607643127441410
440000,1088.15699999999992542143445461988449096679700
450000,1139.93699999999989813659340143203735351562500
460000,1192.09400000000005093170329928398132324218800
470000,1175.50000000000000000000000000000000000000000
480000,1211.28199999999992542143445461988449096679700
490000,1262.06199999999989813659340143203735351562500
500000,1287.10899999999992360244505107402801513671900
